Format,Mat,Inns,Balls,Runs,Wkts,BBI,BBM,Ave,Econ,SR,4w,5w,10w,player_name,player_country,batsman_bowling_style,batsman_playing_role
T20s,56,56,1268,1419,62,3/11,3/11,22.88,6.71,20.4,0,0,0,Fazalhaq Farooqi Career Stats,Afghanistan,Left arm Fast medium,Bowler
ODIs,53,-,-,-,-,-,-,-,-,-,-,-,-,George Munsey Career Stats,Scotland,Right arm Medium fast,Opening Batter
T20Is,62,-,-,-,-,-,-,-,-,-,-,-,-,George Munsey Career Stats,Scotland,Right arm Medium fast,Opening Batter
FC,4,-,-,-,-,-,-,-,-,-,-,-,-,George Munsey Career Stats,Scotland,Right arm Medium fast,Opening Batter
List A,74,-,-,-,-,-,-,-,-,-,-,-,-,George Munsey Career Stats,Scotland,Right arm Medium fast,Opening Batter
T20s,73,-,-,-,-,-,-,-,-,-,-,-,-,George Munsey Career Stats,Scotland,Right arm Medium fast,Opening Batter
ODIs,12,-,-,-,-,-,-,-,-,-,-,-,-,Michael Jones Career Stats,Scotland,Right arm Offbreak,Top order Batter
T20Is,4,-,-,-,-,-,-,-,-,-,-,-,-,Michael Jones Career Stats,Scotland,Right arm Offbreak,Top order Batter
FC,37,1,6,1,0,-,-,-,1.00,-,0,0,0,Michael Jones Career Stats,Scotland,Right arm Offbreak,Top order Batter
List A,21,-,-,-,-,-,-,-,-,-,-,-,-,Michael Jones Career Stats,Scotland,Right arm Offbreak,Top order Batter
T20s,32,-,-,-,-,-,-,-,-,-,-,-,-,Michael Jones Career Stats,Scotland,Right arm Offbreak,Top order Batter
ODIs,90,-,-,-,-,-,-,-,-,-,-,-,-,Matthew Cross Career Stats,Scotland,Wicketkeeper,Wicketkeeper Batter
T20Is,65,-,-,-,-,-,-,-,-,-,-,-,-,Matthew Cross Career Stats,Scotland,Wicketkeeper,Wicketkeeper Batter
FC,9,-,-,-,-,-,-,-,-,-,-,-,-,Matthew Cross Career Stats,Scotland,Wicketkeeper,Wicketkeeper Batter
List A,117,-,-,-,-,-,-,-,-,-,-,-,-,Matthew Cross Career Stats,Scotland,Wicketkeeper,Wicketkeeper Batter
T20s,72,-,-,-,-,-,-,-,-,-,-,-,-,Matthew Cross Career Stats,Scotland,Wicketkeeper,Wicketkeeper Batter
ODIs,112,62,1550,1345,34,4/40,4/40,39.55,5.2,45.5,1,0,0,Richie Berrington Career Stats,Scotland,Right arm Medium fast,Top order Batter
T20Is,85,41,518,660,28,3/17,3/17,23.57,7.64,18.5,0,0,0,Richie Berrington Career Stats,Scotland,Right arm Medium fast,Top order Batter
FC,20,27,1206,649,25,3/13,3/39,25.96,3.22,48.2,0,0,0,Richie Berrington Career Stats,Scotland,Right arm Medium fast,Top order Batter
List A,179,102,2727,2458,64,4/40,4/40,38.4,5.4,42.6,2,0,0,Richie Berrington Career Stats,Scotland,Right arm Medium fast,Top order Batter
T20s,107,55,735,941,36,3/17,3/17,26.13,7.68,20.4,0,0,0,Richie Berrington Career Stats,Scotland,Right arm Medium fast,Top order Batter
ODIs,88,41,968,836,11,2/26,2/26,76.0,5.18,88.0,0,0,0,Calum MacLeod Career Stats,Scotland,Right hand Bat,"Right arm Medium fast, Right arm Offbreak"
T20Is,64,15,180,220,5,2/17,2/17,44.0,7.33,36.0,0,0,0,Calum MacLeod Career Stats,Scotland,Right hand Bat,"Right arm Medium fast, Right arm Offbreak"
FC,28,16,767,445,16,4/66,6/102,27.81,3.48,47.9,1,0,0,Calum MacLeod Career Stats,Scotland,Right hand Bat,"Right arm Medium fast, Right arm Offbreak"
List A,161,62,1498,1337,23,3/37,3/37,58.13,5.35,65.1,0,0,0,Calum MacLeod Career Stats,Scotland,Right hand Bat,"Right arm Medium fast, Right arm Offbreak"
T20s,137,18,204,236,5,2/17,2/17,47.2,6.94,40.8,0,0,0,Calum MacLeod Career Stats,Scotland,Right hand Bat,"Right arm Medium fast, Right arm Offbreak"
ODIs,69,62,2260,1889,57,4/24,4/24,33.14,5.01,39.6,2,0,0,Michael Leask Career Stats,Scotland,Right arm Offbreak,Allrounder
T20Is,54,40,645,839,37,3/11,3/11,22.67,7.8,17.4,0,0,0,Michael Leask Career Stats,Scotland,Right arm Offbreak,Allrounder
FC,2,3,129,131,3,2/40,3/113,43.66,6.09,43.0,0,0,0,Michael Leask Career Stats,Scotland,Right arm Offbreak,Allrounder
List A,92,79,2781,2405,68,4/24,4/24,35.36,5.18,40.8,2,0,0,Michael Leask Career Stats,Scotland,Right arm Offbreak,Allrounder
T20s,72,47,729,942,41,3/11,3/11,22.97,7.75,17.7,0,0,0,Michael Leask Career Stats,Scotland,Right arm Offbreak,Allrounder
ODIs,23,19,560,523,23,5/53,5/53,22.73,5.6,24.3,1,1,0,Chris Greaves Career Stats,Scotland,Legbreak,Bowler
T20Is,20,16,258,327,11,2/2,2/2,29.72,7.6,23.4,0,0,0,Chris Greaves Career Stats,Scotland,Legbreak,Bowler
List A,23,19,560,523,23,5/53,5/53,22.73,5.6,24.3,1,1,0,Chris Greaves Career Stats,Scotland,Legbreak,Bowler
T20s,20,16,258,327,11,2/2,2/2,29.72,7.6,23.4,0,0,0,Chris Greaves Career Stats,Scotland,Legbreak,Bowler
ODIs,31,29,1301,1082,49,6/28,6/28,22.08,4.99,26.5,1,2,0,Josh Davey Career Stats,Scotland,Right hand Bat,Right arm Medium fast
T20Is,31,30,653,887,37,4/18,4/18,23.97,8.15,17.6,2,0,0,Josh Davey Career Stats,Scotland,Right hand Bat,Right arm Medium fast
FC,66,109,8550,4099,182,5/21,8/51,22.52,2.87,46.9,7,4,0,Josh Davey Career Stats,Scotland,Right hand Bat,Right arm Medium fast
List A,93,83,3470,3071,117,6/28,6/28,26.24,5.31,29.6,3,2,0,Josh Davey Career Stats,Scotland,Right hand Bat,Right arm Medium fast
T20s,87,78,1546,2270,107,4/18,4/18,21.21,8.8,14.4,4,0,0,Josh Davey Career Stats,Scotland,Right hand Bat,Right arm Medium fast
Tests,18,28,1524,622,34,5/18,7/31,18.29,2.44,44.8,0,1,0,Kyle Mayers Career Stats,Indies,Right arm Medium,Batting Allrounder
ODIs,28,23,686,632,14,2/30,2/30,45.14,5.52,49.0,0,0,0,Kyle Mayers Career Stats,Indies,Right arm Medium,Batting Allrounder
T20Is,33,11,90,143,0,-,-,-,9.53,-,0,0,0,Kyle Mayers Career Stats,Indies,Right arm Medium,Batting Allrounder
FC,51,73,5035,2224,107,6/29,9/122,20.78,2.65,47.0,3,4,0,Kyle Mayers Career Stats,Indies,Right arm Medium,Batting Allrounder
List A,90,82,3006,2559,84,4/15,4/15,30.46,5.1,35.7,4,0,0,Kyle Mayers Career Stats,Indies,Right arm Medium,Batting Allrounder
T20s,142,74,899,1140,31,4/4,4/4,36.77,7.6,29.0,1,0,0,Kyle Mayers Career Stats,Indies,Right arm Medium,Batting Allrounder
ODIs,58,1,5,12,0,-,-,-,14.40,-,0,0,0,Johnson Charles Career Stats,Indies,Wicketkeeper,Wicketkeeper Batter
T20Is,45,-,-,-,-,-,-,-,-,-,-,-,-,Johnson Charles Career Stats,Indies,Wicketkeeper,Wicketkeeper Batter
FC,35,9,240,167,5,2/14,2/14,33.40,4.17,48.0,0,0,0,Johnson Charles Career Stats,Indies,Wicketkeeper,Wicketkeeper Batter
List A,120,6,131,165,3,1/22,1/22,55.00,7.55,43.6,0,0,0,Johnson Charles Career Stats,Indies,Wicketkeeper,Wicketkeeper Batter
T20s,237,5,43,69,5,1/5,1/5,13.80,9.62,8.6,0,0,0,Johnson Charles Career Stats,Indies,Wicketkeeper,Wicketkeeper Batter
ODIs,57,-,-,-,-,-,-,-,-,-,-,-,-,Evin Lewis Career Stats,Indies,Opening Batter,NotAvailable
T20Is,53,-,-,-,-,-,-,-,-,-,-,-,-,Evin Lewis Career Stats,Indies,Opening Batter,NotAvailable
FC,22,3,30,23,0,-,-,-,4.60,-,0,0,0,Evin Lewis Career Stats,Indies,Opening Batter,NotAvailable
List A,101,-,-,-,-,-,-,-,-,-,-,-,-,Evin Lewis Career Stats,Indies,Opening Batter,NotAvailable
T20s,217,-,-,-,-,-,-,-,-,-,-,-,-,Evin Lewis Career Stats,Indies,Opening Batter,NotAvailable
ODIs,37,-,-,-,-,-,-,-,-,-,-,-,-,Brandon King Career Stats,Indies,Top order Batter,NotAvailable
T20Is,45,-,-,-,-,-,-,-,-,-,-,-,-,Brandon King Career Stats,Indies,Top order Batter,NotAvailable
FC,35,5,65,38,1,1/4,1/7,38.00,3.50,65.0,0,0,0,Brandon King Career Stats,Indies,Top order Batter,NotAvailable
List A,73,-,-,-,-,-,-,-,-,-,-,-,-,Brandon King Career Stats,Indies,Top order Batter,NotAvailable
T20s,123,-,-,-,-,-,-,-,-,-,-,-,-,Brandon King Career Stats,Indies,Top order Batter,NotAvailable
ODIs,61,7,169,174,6,4/48,4/48,29.00,6.17,28.1,1,0,0,Nicholas Pooran Career Stats,Indies,Right arm Offbreak,Wicketkeeper
T20Is,85,-,-,-,-,-,-,-,-,-,-,-,-,Nicholas Pooran Career Stats,Indies,Right arm Offbreak,Wicketkeeper
FC,5,1,6,3,1,1/3,1/3,3.00,3.00,6.0,0,0,0,Nicholas Pooran Career Stats,Indies,Right arm Offbreak,Wicketkeeper
List A,98,7,169,174,6,4/48,4/48,29.00,6.17,28.1,1,0,0,Nicholas Pooran Career Stats,Indies,Right arm Offbreak,Wicketkeeper
T20s,297,-,-,-,-,-,-,-,-,-,-,-,-,Nicholas Pooran Career Stats,Indies,Right arm Offbreak,Wicketkeeper
ODIs,51,15,280,275,3,1/7,1/7,91.66,5.89,93.3,0,0,0,Rovman Powell Career Stats,Indies,Right arm Medium fast,Middle order Batter
T20Is,68,11,113,182,5,2/31,2/31,36.4,9.66,22.6,0,0,0,Rovman Powell Career Stats,Indies,Right arm Medium fast,Middle order Batter
FC,13,20,1139,590,25,5/23,7/71,23.6,3.1,45.5,0,1,0,Rovman Powell Career Stats,Indies,Right arm Medium fast,Middle order Batter
List A,119,54,1395,1355,35,5/36,5/36,38.71,5.82,39.8,0,1,0,Rovman Powell Career Stats,Indies,Right arm Medium fast,Middle order Batter
T20s,186,50,617,1096,26,2/21,2/21,42.15,10.65,23.7,0,0,0,Rovman Powell Career Stats,Indies,Right arm Medium fast,Middle order Batter
ODIs,9,9,283,261,10,2/26,2/26,26.1,5.53,28.3,0,0,0,Odean Smith Career Stats,Indies,Right arm Fast medium,Bowling Allrounder
T20Is,27,26,450,772,27,3/29,3/29,28.59,10.29,16.6,0,0,0,Odean Smith Career Stats,Indies,Right arm Fast medium,Bowling Allrounder
FC,14,27,1455,922,30,4/51,5/68,30.73,3.8,48.5,1,0,0,Odean Smith Career Stats,Indies,Right arm Fast medium,Bowling Allrounder
List A,51,49,1719,1631,58,5/65,5/65,28.12,5.69,29.6,1,1,0,Odean Smith Career Stats,Indies,Right arm Fast medium,Bowling Allrounder
T20s,93,88,1516,2503,93,4/30,4/30,26.91,9.9,16.3,1,0,0,Odean Smith Career Stats,Indies,Right arm Fast medium,Bowling Allrounder
ODIs,45,6,53,66,0,-,-,-,7.47,-,0,0,0,Muhammad Waseem Career Stats,U.A.E.,Right arm Medium,Opening Batter
T20Is,41,6,53,88,4,2/13,2/13,22.00,9.96,13.2,0,0,0,Muhammad Waseem Career Stats,U.A.E.,Right arm Medium,Opening Batter
List A,45,6,53,66,0,-,-,-,7.47,-,0,0,0,Muhammad Waseem Career Stats,U.A.E.,Right arm Medium,Opening Batter
T20s,41,6,53,88,4,2/13,2/13,22.00,9.96,13.2,0,0,0,Muhammad Waseem Career Stats,U.A.E.,Right arm Medium,Opening Batter
ODIs,55,-,-,-,-,-,-,-,-,-,-,-,-,Vriitya Aravind Career Stats,U.A.E.,Wicketkeeper Batter,NotAvailable
T20Is,45,-,-,-,-,-,-,-,-,-,-,-,-,Vriitya Aravind Career Stats,U.A.E.,Wicketkeeper Batter,NotAvailable
List A,55,-,-,-,-,-,-,-,-,-,-,-,-,Vriitya Aravind Career Stats,U.A.E.,Wicketkeeper Batter,NotAvailable
T20s,45,-,-,-,-,-,-,-,-,-,-,-,-,Vriitya Aravind Career Stats,U.A.E.,Wicketkeeper Batter,NotAvailable
ODIs,41,5,58,50,1,1/19,1/19,50.00,5.17,58.0,0,0,0,Chundangapoyil Rizwan Career Stats,U.A.E.,Legbreak Googly,Middle order Batter
T20Is,18,-,-,-,-,-,-,-,-,-,-,-,-,Chundangapoyil Rizwan Career Stats,U.A.E.,Legbreak Googly,Middle order Batter
List A,41,5,58,50,1,1/19,1/19,50.00,5.17,58.0,0,0,0,Chundangapoyil Rizwan Career Stats,U.A.E.,Legbreak Googly,Middle order Batter
T20s,18,-,-,-,-,-,-,-,-,-,-,-,-,Chundangapoyil Rizwan Career Stats,U.A.E.,Legbreak Googly,Middle order Batter
ODIs,14,-,-,-,-,-,-,-,-,-,-,-,-,Alishan Sharafu Career Stats,U.A.E.,Right arm Medium,Opening Batter
T20Is,18,-,-,-,-,-,-,-,-,-,-,-,-,Alishan Sharafu Career Stats,U.A.E.,Right arm Medium,Opening Batter
List A,14,-,-,-,-,-,-,-,-,-,-,-,-,Alishan Sharafu Career Stats,U.A.E.,Right arm Medium,Opening Batter
T20s,18,-,-,-,-,-,-,-,-,-,-,-,-,Alishan Sharafu Career Stats,U.A.E.,Right arm Medium,Opening Batter
ODIs,37,30,1012,676,36,5/17,5/17,18.77,4.0,28.1,2,1,0,Basil Hameed Career Stats,U.A.E.,Right arm Offbreak,Middle order Batter
T20Is,45,22,276,336,18,3/20,3/20,18.66,7.3,15.3,0,0,0,Basil Hameed Career Stats,U.A.E.,Right arm Offbreak,Middle order Batter
List A,37,30,1012,676,36,5/17,5/17,18.77,4.0,28.1,2,1,0,Basil Hameed Career Stats,U.A.E.,Right arm Offbreak,Middle order Batter
T20s,45,22,276,336,18,3/20,3/20,18.66,7.3,15.3,0,0,0,Basil Hameed Career Stats,U.A.E.,Right arm Offbreak,Middle order Batter
Tests,13,-,-,-,-,-,-,-,-,-,-,-,-,Shamarh Brooks Career Stats,Indies,Legbreak,Top order Batter
ODIs,29,-,-,-,-,-,-,-,-,-,-,-,-,Shamarh Brooks Career Stats,Indies,Legbreak,Top order Batter
T20Is,13,-,-,-,-,-,-,-,-,-,-,-,-,Shamarh Brooks Career Stats,Indies,Legbreak,Top order Batter
FC,99,22,791,547,7,2/68,2/92,78.14,4.14,113.0,0,0,0,Shamarh Brooks Career Stats,Indies,Legbreak,Top order Batter
List A,77,2,60,42,4,2/12,2/12,10.50,4.20,15.0,0,0,0,Shamarh Brooks Career Stats,Indies,Legbreak,Top order Batter
T20s,67,-,-,-,-,-,-,-,-,-,-,-,-,Shamarh Brooks Career Stats,Indies,Legbreak,Top order Batter
Tests,64,113,10693,4587,157,6/42,11/103,29.21,2.57,68.1,4,8,1,Jason Holder Career Stats,Indies,Right arm Medium fast,Bowling Allrounder
ODIs,138,134,6402,5878,159,5/27,5/27,36.96,5.5,40.2,5,2,0,Jason Holder Career Stats,Indies,Right arm Medium fast,Bowling Allrounder
T20Is,60,57,1267,1778,63,5/27,5/27,28.22,8.41,20.1,2,1,0,Jason Holder Career Stats,Indies,Right arm Medium fast,Bowling Allrounder
FC,96,168,14660,6412,238,6/42,11/103,26.94,2.62,61.5,6,11,1,Jason Holder Career Stats,Indies,Right arm Medium fast,Bowling Allrounder
List A,196,188,8898,7732,249,5/27,5/27,31.05,5.21,35.7,8,2,0,Jason Holder Career Stats,Indies,Right arm Medium fast,Bowling Allrounder
T20s,235,229,4803,6534,231,5/27,5/27,28.28,8.16,20.7,5,1,0,Jason Holder Career Stats,Indies,Right arm Medium fast,Bowling Allrounder
ODIs,38,38,2090,1687,57,4/39,4/39,29.59,4.84,36.6,1,0,0,Akeal Hosein Career Stats,Indies,Slow Left arm Orthodox,Bowler
T20Is,44,41,894,1088,37,4/30,4/30,29.4,7.3,24.1,1,0,0,Akeal Hosein Career Stats,Indies,Slow Left arm Orthodox,Bowler
FC,24,41,4193,1838,66,6/33,11/67,27.84,2.63,63.5,3,3,1,Akeal Hosein Career Stats,Indies,Slow Left arm Orthodox,Bowler
List A,89,89,4637,3385,122,5/26,5/26,27.74,4.37,38.0,4,1,0,Akeal Hosein Career Stats,Indies,Slow Left arm Orthodox,Bowler
T20s,126,115,2420,2740,105,4/13,4/13,26.09,6.79,23.0,2,0,0,Akeal Hosein Career Stats,Indies,Slow Left arm Orthodox,Bowler
ODIs,3,3,72,92,3,2/58,2/58,30.66,7.66,24.0,0,0,0,Pramod Madushan Career Stats,Lanka,Right arm Medium fast,Bowler
T20Is,8,8,157,226,12,4/34,4/34,18.83,8.63,13.0,1,0,0,Pramod Madushan Career Stats,Lanka,Right arm Medium fast,Bowler
FC,35,55,3687,2508,65,5/69,8/151,38.58,4.08,56.7,3,3,0,Pramod Madushan Career Stats,Lanka,Right arm Medium fast,Bowler
List A,64,64,2306,2031,80,5/48,5/48,25.38,5.28,28.8,3,1,0,Pramod Madushan Career Stats,Lanka,Right arm Medium fast,Bowler
T20s,49,47,884,1140,58,4/27,4/27,19.65,7.73,15.2,2,0,0,Pramod Madushan Career Stats,Lanka,Right arm Medium fast,Bowler
Tests,12,21,2022,1321,32,5/47,9/115,41.28,3.91,63.1,1,1,0,Dushmantha Chameera Career Stats,Lanka,Right arm Fast,Bowler
ODIs,48,47,2031,1854,52,5/16,5/16,35.65,5.47,39.0,1,1,0,Dushmantha Chameera Career Stats,Lanka,Right arm Fast,Bowler
T20Is,52,52,1118,1507,52,4/17,4/17,28.98,8.08,21.5,1,0,0,Dushmantha Chameera Career Stats,Lanka,Right arm Fast,Bowler
FC,42,69,5321,3529,97,5/42,9/115,36.38,3.97,54.8,4,3,0,Dushmantha Chameera Career Stats,Lanka,Right arm Fast,Bowler
List A,91,85,3546,3216,104,5/16,5/16,30.92,5.44,34.0,2,2,0,Dushmantha Chameera Career Stats,Lanka,Right arm Fast,Bowler
T20s,109,108,2300,3079,105,4/17,4/17,29.32,8.03,21.9,3,0,0,Dushmantha Chameera Career Stats,Lanka,Right arm Fast,Bowler
ODIs,28,9,86,69,2,1/0,1/0,34.50,4.81,43.0,0,0,0,Michael van Lingen Career Stats,Namibia,"Left arm Medium, Slow Left arm Orthodox",Bowling Allrounder
T20Is,24,3,20,35,0,-,-,-,10.5,-,0,0,0,Michael van Lingen Career Stats,Namibia,"Left arm Medium, Slow Left arm Orthodox",Bowling Allrounder
FC,1,1,84,63,0,-,-,-,4.5,-,0,0,0,Michael van Lingen Career Stats,Namibia,"Left arm Medium, Slow Left arm Orthodox",Bowling Allrounder
List A,29,10,134,106,5,3/37,3/37,21.20,4.74,26.8,0,0,0,Michael van Lingen Career Stats,Namibia,"Left arm Medium, Slow Left arm Orthodox",Bowling Allrounder
T20s,24,3,20,35,0,-,-,-,10.5,-,0,0,0,Michael van Lingen Career Stats,Namibia,"Left arm Medium, Slow Left arm Orthodox",Bowling Allrounder
ODIs,16,1,12,9,0,-,-,-,4.5,-,0,0,0,Divan la Cock Career Stats,Namibia,Legbreak,Opening Batter
T20Is,5,1,6,11,0,-,-,-,11.0,-,0,0,0,Divan la Cock Career Stats,Namibia,Legbreak,Opening Batter
List A,18,2,42,45,2,2/36,2/36,22.50,6.42,21.0,0,0,0,Divan la Cock Career Stats,Namibia,Legbreak,Opening Batter
T20s,5,1,6,11,0,-,-,-,11.0,-,0,0,0,Divan la Cock Career Stats,Namibia,Legbreak,Opening Batter
ODIs,19,-,-,-,-,-,-,-,-,-,-,-,-,Stephan Baard Career Stats,Namibia,Right arm Medium fast,Batter
T20Is,28,-,-,-,-,-,-,-,-,-,-,-,-,Stephan Baard Career Stats,Namibia,Right arm Medium fast,Batter
FC,66,28,1179,728,14,2/19,3/68,52.00,3.70,84.2,0,0,0,Stephan Baard Career Stats,Namibia,Right arm Medium fast,Batter
List A,112,20,509,437,10,2/27,2/27,43.70,5.15,50.9,0,0,0,Stephan Baard Career Stats,Namibia,Right arm Medium fast,Batter
T20s,79,6,60,79,1,1/18,1/18,79.00,7.90,60.0,0,0,0,Stephan Baard Career Stats,Namibia,Right arm Medium fast,Batter
ODIs,32,16,338,285,10,3/54,3/54,28.50,5.05,33.8,0,0,0,Jan Nicol Loftie-Eaton Career Stats,Namibia,"Right arm Medium, Legbreak",Batter
T20Is,32,16,193,231,6,2/21,2/21,38.50,7.18,32.1,0,0,0,Jan Nicol Loftie-Eaton Career Stats,Namibia,"Right arm Medium, Legbreak",Batter
FC,1,-,-,-,-,-,-,-,-,-,-,-,-,Jan Nicol Loftie-Eaton Career Stats,Namibia,"Right arm Medium, Legbreak",Batter
List A,37,17,356,306,10,3/54,3/54,30.60,5.15,35.6,0,0,0,Jan Nicol Loftie-Eaton Career Stats,Namibia,"Right arm Medium, Legbreak",Batter
T20s,44,25,319,432,10,2/21,2/21,43.20,8.12,31.9,0,0,0,Jan Nicol Loftie-Eaton Career Stats,Namibia,"Right arm Medium, Legbreak",Batter
ODIs,28,27,1179,855,34,5/13,5/13,25.14,4.35,34.6,0,1,0,Jan Frylinck Career Stats,Namibia,Left arm Fast medium,Allrounder
T20Is,48,46,896,1003,60,6/24,6/24,16.71,6.71,14.9,1,1,0,Jan Frylinck Career Stats,Namibia,Left arm Fast medium,Allrounder
FC,45,68,5040,2658,97,7/32,10/68,27.4,3.16,51.9,4,2,1,Jan Frylinck Career Stats,Namibia,Left arm Fast medium,Allrounder
List A,87,85,3773,2946,113,5/13,5/13,26.07,4.68,33.3,2,1,0,Jan Frylinck Career Stats,Namibia,Left arm Fast medium,Allrounder
T20s,75,71,1376,1665,84,6/24,6/24,19.82,7.26,16.3,2,1,0,Jan Frylinck Career Stats,Namibia,Left arm Fast medium,Allrounder
ODIs,40,26,821,597,20,3/31,3/31,29.85,4.36,41.0,0,0,0,Gerhard Erasmus Career Stats,Namibia,Right arm Offbreak,Allrounder
T20Is,52,32,571,496,35,3/12,3/12,14.17,5.21,16.3,0,0,0,Gerhard Erasmus Career Stats,Namibia,Right arm Offbreak,Allrounder
FC,38,7,146,104,2,2/46,2/46,52.0,4.27,73.0,0,0,0,Gerhard Erasmus Career Stats,Namibia,Right arm Offbreak,Allrounder
List A,97,35,1028,753,27,3/31,3/31,27.88,4.39,38.0,0,0,0,Gerhard Erasmus Career Stats,Namibia,Right arm Offbreak,Allrounder
T20s,107,40,673,650,39,3/12,3/12,16.66,5.79,17.2,0,0,0,Gerhard Erasmus Career Stats,Namibia,Right arm Offbreak,Allrounder
ODIs,15,15,737,686,15,3/50,3/50,45.73,5.58,49.1,0,0,0,David Wiese Career Stats,Namibia,Right arm Medium fast,Allrounder
T20Is,45,45,921,1091,49,5/23,5/23,22.26,7.1,18.7,1,1,0,David Wiese Career Stats,Namibia,Right arm Medium fast,Allrounder
FC,124,219,18071,9643,344,6/58,10/111,28.03,3.2,52.5,17,10,1,David Wiese Career Stats,Namibia,Right arm Medium fast,Allrounder
List A,162,149,6173,5568,146,5/25,5/25,38.13,5.41,42.2,3,1,0,David Wiese Career Stats,Namibia,Right arm Medium fast,Allrounder
T20s,356,315,5416,7482,279,5/19,5/19,26.81,8.28,19.4,4,6,0,David Wiese Career Stats,Namibia,Right arm Medium fast,Allrounder
ODIs,29,25,1104,777,35,5/26,5/26,22.2,4.22,31.5,1,2,0,JJ Smit Career Stats,Namibia,Left arm Medium fast,Bowling Allrounder
T20Is,43,37,752,834,46,6/10,6/10,18.13,6.65,16.3,0,1,0,JJ Smit Career Stats,Namibia,Left arm Medium fast,Bowling Allrounder
FC,41,61,4760,2660,82,5/29,6/68,32.43,3.35,58.0,4,1,0,JJ Smit Career Stats,Namibia,Left arm Medium fast,Bowling Allrounder
List A,99,94,4351,3322,107,5/26,5/26,31.04,4.58,40.6,1,3,0,JJ Smit Career Stats,Namibia,Left arm Medium fast,Bowling Allrounder
T20s,80,70,1437,1704,73,6/10,6/10,23.34,7.11,19.6,0,1,0,JJ Smit Career Stats,Namibia,Left arm Medium fast,Bowling Allrounder
ODIs,37,-,-,-,-,-,-,-,-,-,-,-,-,Chirag Suri Career Stats,U.A.E.,"Right arm Offbreak, Legbreak Googly",Opening Batter
T20Is,31,-,-,-,-,-,-,-,-,-,-,-,-,Chirag Suri Career Stats,U.A.E.,"Right arm Offbreak, Legbreak Googly",Opening Batter
FC,2,-,-,-,-,-,-,-,-,-,-,-,-,Chirag Suri Career Stats,U.A.E.,"Right arm Offbreak, Legbreak Googly",Opening Batter
List A,45,-,-,-,-,-,-,-,-,-,-,-,-,Chirag Suri Career Stats,U.A.E.,"Right arm Offbreak, Legbreak Googly",Opening Batter
T20s,31,-,-,-,-,-,-,-,-,-,-,-,-,Chirag Suri Career Stats,U.A.E.,"Right arm Offbreak, Legbreak Googly",Opening Batter
ODIs,19,19,663,482,16,3/41,3/41,30.12,4.36,41.4,0,0,0,Kashif Daud Career Stats,U.A.E.,Right arm Medium fast,Bowling Allrounder
T20Is,16,15,239,297,11,4/32,4/32,27.0,7.45,21.7,1,0,0,Kashif Daud Career Stats,U.A.E.,Right arm Medium fast,Bowling Allrounder
FC,33,60,5504,3090,126,7/30,12/166,24.52,3.36,43.6,1,11,2,Kashif Daud Career Stats,U.A.E.,Right arm Medium fast,Bowling Allrounder
List A,39,39,1684,1375,42,4/16,4/16,32.73,4.89,40.0,1,0,0,Kashif Daud Career Stats,U.A.E.,Right arm Medium fast,Bowling Allrounder
T20s,23,22,381,474,20,4/32,4/32,23.7,7.46,19.0,1,0,0,Kashif Daud Career Stats,U.A.E.,Right arm Medium fast,Bowling Allrounder
ODIs,10,7,201,187,8,4/30,4/30,23.37,5.58,25.1,1,0,0,Zawar Farid Career Stats,undefined,Right arm Medium,Bowler
T20Is,18,11,186,250,8,2/31,2/31,31.25,8.06,23.2,0,0,0,Zawar Farid Career Stats,undefined,Right arm Medium,Bowler
List A,10,7,201,187,8,4/30,4/30,23.37,5.58,25.1,1,0,0,Zawar Farid Career Stats,undefined,Right arm Medium,Bowler
T20s,18,11,186,250,8,2/31,2/31,31.25,8.06,23.2,0,0,0,Zawar Farid Career Stats,undefined,Right arm Medium,Bowler
ODIs,25,25,1358,875,32,4/14,4/14,27.34,3.86,42.4,1,0,0,Aayan Afzal Khan Career Stats,U.A.E.,Slow Left arm Orthodox,Bowling Allrounder
T20Is,21,20,410,414,17,3/19,3/19,24.35,6.05,24.1,0,0,0,Aayan Afzal Khan Career Stats,U.A.E.,Slow Left arm Orthodox,Bowling Allrounder
List A,25,25,1358,875,32,4/14,4/14,27.34,3.86,42.4,1,0,0,Aayan Afzal Khan Career Stats,U.A.E.,Slow Left arm Orthodox,Bowling Allrounder
T20s,21,20,410,414,17,3/19,3/19,24.35,6.05,24.1,0,0,0,Aayan Afzal Khan Career Stats,U.A.E.,Slow Left arm Orthodox,Bowling Allrounder
ODIs,31,31,1208,1114,37,4/37,4/37,30.1,5.53,32.6,4,0,0,Karthik Meiyappan Career Stats,U.A.E.,Legbreak,Bowler
T20Is,15,15,312,367,23,4/25,4/25,15.95,7.05,13.5,1,0,0,Karthik Meiyappan Career Stats,U.A.E.,Legbreak,Bowler
List A,31,31,1208,1114,37,4/37,4/37,30.1,5.53,32.6,4,0,0,Karthik Meiyappan Career Stats,U.A.E.,Legbreak,Bowler
T20s,15,15,312,367,23,4/25,4/25,15.95,7.05,13.5,1,0,0,Karthik Meiyappan Career Stats,U.A.E.,Legbreak,Bowler
ODIs,43,42,1982,1657,60,4/23,4/23,27.61,5.01,33.0,1,0,0,Junaid Siddique Career Stats,U.A.E.,Right arm Medium fast,Bowler
T20Is,44,44,968,1195,54,4/12,4/12,22.12,7.4,17.9,1,0,0,Junaid Siddique Career Stats,U.A.E.,Right arm Medium fast,Bowler
